SQ_CANDIDATO,QT_VOTOS_NOMINAIS
210000026121,423
210000026122,7
210000026123,563
210000026124,538
210000026125,603
210000026126,169
210000026127,722
210000026128,404
210000026129,6
210000026130,25
210000026131,397
210000026132,105
210000026133,134
210000026134,101
210000026135,37
210000026136,62
210000026137,75
210000026138,90
210000026139,19
210000026140,207
210000026141,220
210000026142,9
210000026143,328
210000026144,36
210000026145,20
210000026146,266
210000026147,247
210000026148,410
210000026149,1288
210000026151,204
210000026152,27
210000026153,213
210000026154,162
210000026155,75
210000026156,156
210000026157,38
210000026158,172
210000026159,183
210000026160,62
210000026161,26
210000026162,130
210000026163,8
210000026164,260
210000026165,1090
210000026166,351
210000026167,255
210000026168,962
210000026169,488
210000026170,24
210000026171,107
210000026172,40
210000026173,553
210000026174,324
210000026175,1591
210000026177,67
210000026178,18
210000026179,160
210000026180,76
210000026181,22
210000026182,40
210000026183,16
210000026184,21
210000026185,118
210000026186,32
210000026187,9
210000026188,47
210000026189,118
210000026190,7
210000026191,452
210000026192,445
210000026193,452
210000026194,54
210000026195,278
210000026196,77
210000026197,355
210000026198,63
210000026199,11
210000026200,0
210000026201,30
210000026202,4
210000026203,21
210000026204,218
210000026205,17
210000026206,54
210000026207,41
210000026208,346
210000026209,21
210000026210,232
210000026211,161
210000026213,278
210000026214,10632
210000026216,132
210000026217,494
210000026218,70
210000026219,39
210000026220,37
210000026221,115
210000026222,1001
210000026223,252
210000026224,84
210000026225,281
210000026226,873
210000026227,453
210000026228,1752
210000026229,297
210000026230,835
210000026231,68
210000026232,314
210000026233,225
210000026234,477
210000026235,566
210000026236,177
210000026237,40
210000026238,55
210000026239,916
210000026240,211
210000026241,961
210000026242,479
210000026243,113
210000026244,76
210000026245,193
210000026246,89
210000026247,330
210000026248,45
210000026249,93
210000026250,9
210000026252,1012
210000026253,213
210000026254,364
210000026255,762
210000026256,382
210000026257,298
210000026258,17
210000026259,215
210000026260,229
210000026261,1111
210000026262,521
210000026263,49
210000026264,87
210000026265,195
210000026266,55
210000026267,122
210000026269,80
210000026270,28
210000026271,2584
210000026273,11032
210000026303,116
210000026304,156
210000026305,158
210000026306,14
210000026307,15
210000026308,79
210000026309,27
210000026310,169
210000026311,0
210000026312,197
210000026313,23
210000026315,13
210000026316,0
210000026317,307
210000026319,15458
210000026321,1451
210000026323,141
210000026324,160
210000026325,104
210000026326,143
210000026327,141
210000026328,99
210000026329,8
210000026330,107
210000026331,168
210000026332,21
210000026333,149
210000026334,170
210000026335,3758
210000026337,34
210000026338,214
210000026339,32
210000026340,330
210000026341,19
210000026342,222
210000026343,18
210000026344,465
210000026345,298
210000026346,338
210000026347,318
210000026348,13
210000026349,286
210000026350,129
210000026351,449
210000026352,52
210000026353,275
210000026354,27
210000026355,216
210000026356,221
210000026357,19
210000026358,421
210000026360,1
210000026362,336
210000026363,60
210000026364,1433
210000026366,2
210000026367,34
210000026368,89
210000026369,13
210000026370,94
210000026371,64
210000026372,84
210000026373,20
210000026374,3
210000026375,74
210000026376,82
210000026377,126
210000026378,124
210000026379,263
210000026380,58
210000026381,139
210000026382,0
210000026383,0
210000026384,180
210000026385,8
210000026386,173
210000026387,10
210000026388,0
210000026389,205
210000026390,247
210000026391,177
210000026392,54
210000026393,12
210000026394,454
210000026395,15
210000026396,165
210000026397,304
210000026398,5
210000026399,48
210000026400,138
210000026401,90
210000026402,47
210000026403,95
210000026404,27
210000026405,39
210000026406,179
210000026407,17
210000026408,212
210000026409,702
210000026410,1206
210000026411,281
210000026412,1502
210000026413,527
210000026414,244
210000026415,213
210000026416,102
210000026417,3961
210000026418,124
210000026419,129
210000026420,401
210000026421,478
210000026422,850
210000026423,377
210000026424,499
210000026425,17
210000026426,29
210000026428,63
210000026429,904
210000026430,253
210000026431,467
210000026432,886
210000026433,89
210000026434,102
210000026435,381
210000026436,259
210000026437,74
210000026438,61
210000026439,881
210000026440,543
210000026441,941
210000026442,259
210000026443,1985
210000026444,287
210000026445,283
210000026446,1569
210000026447,122
210000026448,1630
210000026449,1184
210000026450,736
210000026451,2290
210000026452,1113
210000026453,2405
210000026454,1090
210000026455,52
210000026456,1360
210000026457,1738
210000026458,491
210000026459,2751
210000026460,85
210000026461,236
210000026462,144
210000026463,959
210000026464,563
210000026465,1148
210000026467,3
210000026468,187
210000026469,82
210000026470,43
210000026472,261
210000026473,65
210000026475,14
210000026476,226
210000026477,0
210000026479,46
210000026480,95
210000026481,701
210000026482,112
210000026483,40
210000026484,47
210000026486,8201
210000026489,149
210000026490,1340
210000026491,176
210000026492,200
210000026493,240
210000026494,219
210000026495,162
210000026496,45
210000026497,104
210000026498,266
210000026499,445
210000026500,124
210000026501,17281
210000026503,62
210000026504,282
210000026506,136
210000026507,345
210000026508,144
210000026509,12
210000026510,34
210000026511,25
210000026512,200
210000026513,14
210000026514,116
210000026515,39
210000026516,96
210000026517,25
210000026518,60
210000026519,56
210000026520,25
210000026521,998
210000026523,94
210000026524,38
210000026525,86
210000026526,113
210000026527,85
210000026528,58
210000026529,77
210000026530,128
210000026531,50
210000026532,126
210000026534,43
210000026535,4
210000026536,92
210000026537,45
210000026538,2440
210000026540,217
210000026541,245
210000026542,227
210000026543,243
210000026544,1
210000026545,147
210000026546,16
210000026547,327
210000026548,2
210000026549,259
210000026550,5
210000026551,46
210000026553,266
210000026554,235
210000026555,13
210000026556,262
210000026557,0
210000026558,174
210000026559,42
210000026560,10
210000026561,47
210000026562,257
210000026563,17
210000026564,19
210000026565,188
210000026566,673
210000026567,6
210000026568,433
210000026569,64
210000026570,28
210000026571,2249
210000026573,307
210000026574,33
210000026575,164
210000026576,0
210000026577,21
210000026579,52
210000026580,237
210000026581,247
210000026582,381
210000026583,57
210000026584,181
210000026585,225
210000026586,444
210000026587,57
210000026588,25
210000026589,17
210000026590,36
210000026591,179
210000026592,48
210000026593,83
210000026594,103
210000026595,80
210000026596,82
210000026597,32
210000026598,92
210000026599,74
210000026603,5
210000026611,318
210000026614,37
210000026615,764
210000026617,57
210000026618,328
210000026619,161
210000026620,121
210000026621,269
210000026622,2948
210000026624,184
210000026625,438
210000026626,368
210000026627,56
210000026628,113
210000026629,368
210000026630,325
210000026632,343
210000026633,413
210000026634,22
210000026635,568
210000026653,1922
210000026655,1483
210000026657,102
210000026658,83
210000026659,441
210000026660,25
210000026661,175
210000026662,25
210000026663,580
210000026664,183
210000026665,101
210000026666,376
210000026667,71
210000026668,31
210000026670,214
210000026671,188
210000026673,87
210000026674,67
210000026675,30
210000026676,33
210000026677,342
210000026678,131
210000026679,23
210000026680,277
210000026681,134
210000026682,257
210000026683,1007
210000026685,98
210000026686,18
210000026687,181
210000026688,104
210000026689,98
210000026690,95
210000026691,0
210000026692,47
210000026693,35
210000026694,26
210000026695,82
210000026696,125
210000026697,301
210000026698,144
210000026699,213
210000026700,413
210000026701,153
210000026702,81
210000026703,77
210000026704,92
210000026705,49
210000026706,143
210000026707,240
210000026708,30
210000026709,101
210000026710,376
210000026711,438
210000026712,177
210000026713,320
210000026714,36
210000026715,274
210000026716,42
210000026717,15530
210000026719,4990
210000026721,27154
210000026723,60
210000026724,20
210000026725,37
210000026726,3
210000026728,0
210000026729,10
210000026730,30
210000026731,27
210000026732,102
210000026733,87
210000026734,162
210000026735,246
210000026736,304
210000026737,48
210000026738,29
210000026739,200
210000026740,13082
210000026742,9838
210000026744,13015
210000026746,212
210000026747,121
210000026748,127
210000026749,138
210000026750,104
210000026751,97
210000026752,196
210000026753,116
210000026755,157
210000026756,153
210000026757,15
210000026758,15
210000026760,21
210000026761,96
210000026762,860
210000026763,492
210000026764,31
210000026765,239
210000026766,41
210000026767,258
210000026768,2153
210000026769,326
210000026770,29
210000026771,677
210000026772,358
210000026773,831
210000026774,58
210000026775,95
210000026776,28
210000026777,370
210000026778,647
210000026779,61
210000026780,213
210000026781,357
210000026782,543
210000026783,107
210000026784,217
210000026785,72
210000026786,266
210000026787,46
210000026788,64
210000026789,98
210000026791,67
210000026792,0
210000026793,146
210000026794,30
210000026795,282
210000026796,46
210000026797,16
210000026798,239
210000026799,63
210000026800,61
210000026801,200
210000026802,39
210000026803,70
210000026805,56
210000026806,0
210000026807,66
210000026808,294
210000026809,171
210000026810,278
210000026811,174
210000026812,95
210000026813,20
210000026814,555
210000026815,75
210000026816,367
210000026817,13
210000026818,21
210000026819,28
210000026820,24
210000026821,27
210000026822,132
210000026823,28
210000026824,8
210000026825,43
210000026826,703
210000026827,93
210000026828,528
210000026829,361
210000026830,183
210000026831,35
210000026832,46
210000026833,2604
210000026835,164
210000026836,134
210000026837,106
210000026838,212
210000026839,296
210000026840,196
210000026842,52
210000026843,205
210000026844,139
210000026845,187
210000026846,24
210000026847,167
210000026848,163
210000026849,11
210000026850,42
210000026851,23
210000026852,117
210000026853,14
210000026854,38
210000026855,101
210000026856,83
210000026857,42
210000026858,19
210000026859,17
210000026860,84
210000026861,33
210000026862,168
210000026863,20
210000026864,61
210000026865,803
210000026866,44
210000026868,40
210000026869,27
210000026870,75
210000026871,181
210000026872,43
210000026873,104
210000026874,1020
210000026875,478
210000026876,212
210000026877,845
210000026878,938
210000026879,389
210000026880,134
210000026881,155
210000026882,260
210000026883,799
210000026884,208
210000026885,620
210000026886,1060
210000026887,306
210000026888,201
210000026889,221
210000026890,1180
210000026891,258
210000026892,331
210000026893,314
210000026894,203
210000026895,64
210000026896,518
210000026897,545
210000026898,1
210000026899,124
210000026900,298
210000026901,55
210000026902,24
210000026903,1255
210000026904,819
210000026905,689
210000026907,270
210000026908,330
210000026909,251
210000026910,883
210000026911,872
210000026912,447
210000026913,41
210000026914,11
210000026915,374
210000026916,184
210000026917,154
210000026918,574
210000026919,1170
210000026920,2123
210000026921,180
210000026922,739
210000026923,315
210000026924,127
210000026925,169
210000026926,323
210000026927,13
210000026928,526
210000026929,314
210000026930,486
210000026931,269
210000026932,132
210000026933,23
210000026934,594
210000026935,13
210000026936,577
210000026937,123
210000026938,176
210000026939,767
210000026940,1217
210000026941,174
210000026942,109
210000026943,148
210000026944,756
210000026945,532
210000026946,1315
210000026947,200
210000026948,103
210000026949,50
210000026950,260
210000026951,706
210000026952,1471
210000026953,108
210000026954,373
210000026955,4
210000026956,75
210000026957,232
210000026958,210
210000026959,431
210000026960,23
210000026961,674
210000026963,337
210000026964,0
210000026965,42
210000026966,307
210000026967,746
210000026970,239
210000026971,160
210000026972,1298
210000026974,10
210000026975,73
210000026976,120
210000026977,95
210000026978,58
210000026979,3
210000026980,189
210000026981,19
210000026982,70
210000026983,10
210000026984,1
210000026985,24
210000026986,122
210000026987,164
210000026988,107
210000026989,132
210000026990,709
210000026991,483
210000026992,51
210000026993,143
210000026994,54
210000026995,231
210000026996,212
210000026997,21
210000026998,198
210000026999,85
210000027000,188
210000027001,149
210000027002,36
210000027003,118
210000027004,29
210000027005,110
210000027008,81
210000027009,258
210000027010,181
210000027011,93
210000027012,990
210000027013,207
210000027014,148
210000027015,36
210000027016,86
210000027017,56
210000027018,87
210000027019,78
210000027020,930
210000027022,83
210000027024,88
210000027025,22
210000027026,4
210000027027,60
210000027028,71
210000027029,5
210000027030,60
210000027031,66
210000027032,98
210000027033,99
210000027034,1404
210000027036,15948
210000027038,7
210000027039,7
210000027040,104
210000027041,75
210000027042,88
210000027043,133
210000027044,107
210000027045,5
210000027046,15
210000027047,9
210000027048,27
210000027049,11
210000027050,15
210000027051,123
210000027052,34
210000027053,35
210000027054,5
210000027055,19
210000027056,17
210000027057,468
210000027058,77
210000027059,29
210000027060,525
210000027061,151
210000027062,39
210000027063,231
210000027064,2
210000027065,13
210000027066,259
210000027067,261
210000027068,728
210000027069,518
210000027070,694
210000027071,47
210000027072,62
210000027073,608
210000027074,63
210000027075,683
210000027076,613
210000027077,254
210000027078,1165
210000027079,2047
210000027081,186
210000027082,45
210000027083,295
210000027084,238
210000027085,63
210000027086,204
210000027087,295
210000027088,15
210000027089,25
210000027090,14
210000027091,41
210000027092,102
210000027093,14
210000027094,64
210000027095,45
210000027096,35
210000027097,698
210000027098,477
210000027099,866
210000027100,685
210000027101,346
210000027102,111
210000027103,1252
210000027104,825
210000027105,129
210000027106,0
210000027107,412
210000027108,189
210000027109,5801
210000027110,121
210000027112,2737
210000027113,99
210000027114,5
210000027115,399
210000027116,3470
210000027117,20
210000027118,558
210000027119,157
210000027120,297
210000027122,5
210000027123,243
210000027124,191
210000027125,79
210000027126,1103
210000027127,57
210000027128,27566
210000027142,35
210000027143,119
210000027144,11
210000027145,15
210000027146,31
210000027147,25
210000027148,295
210000027149,547
210000027150,27
210000027151,23
210000027152,25
210000027153,23
210000027154,53
210000027155,59
210000027156,103
210000027157,30
210000027158,11
210000027159,20
210000027160,25
210000027161,18
210000027162,9
210000027163,405
210000027164,14
210000027165,41
210000027166,30
210000027167,175
210000027168,68
210000027169,184
210000027170,501
210000027171,5
210000027172,431
210000027173,48
210000027174,374
210000027178,551
210000027179,362
210000027180,68
210000027181,1
210000027182,93
210000027183,122
210000027184,0
210000027185,28
210000027186,34
210000027187,51
210000027188,6
210000027189,1748
210000027191,62
210000027192,30
210000027193,219
210000027194,54
210000027195,75
210000027196,66
210000027197,16
210000027198,125
210000027199,24
210000027201,78
210000027202,1
210000027203,17
210000027204,28
210000027205,0
210000027206,21
210000027207,8
210000027208,56
210000027209,20
210000027210,188
210000027211,5
210000027212,8
210000027213,2
210000027214,111
210000027215,27
210000027217,78
210000027218,27
210000027219,21
210000027220,11
210000027221,78
210000027223,16
210000027224,5
210000027225,4361
210000027227,29012
210000027229,3443
210000027231,173
210000027232,166
210000027233,160
210000027234,279
210000027235,686
210000027236,325
210000027237,24
210000027238,22
210000027239,10
210000027240,347
210000027241,87
210000027242,70
210000027243,441
210000027244,20
210000027245,272
210000027246,32
210000027247,2265
210000027249,212
210000027250,247
210000027251,251
210000027252,84
210000027253,299
210000027254,52
210000027255,343
210000027256,61
210000027257,51
210000027258,20
210000027259,2
210000027260,141
210000027261,205
210000027262,180
210000027263,23
210000027264,1095
210000027266,191
210000027267,0
210000027268,165
210000027269,144
210000027270,94
210000027271,89
210000027272,141
210000027273,147
210000027274,106
210000027275,121
210000027276,0
210000027277,81
210000027278,23409
210000027280,6478
210000027282,0
210000027283,211
210000027284,31
210000027285,90
210000027286,32
210000027287,14
210000027289,44
210000027290,46
210000027291,17
210000027292,612
210000027293,167
210000027295,49
210000027296,32
210000027297,67
210000027298,42
210000027299,260
210000027300,173
210000027301,147
210000027302,341
210000027303,231
210000027304,170
210000027305,331
210000027306,812
210000027307,269
210000027308,67
210000027309,505
210000027310,27
210000027311,26
210000027312,402
210000027313,58
210000027314,489
210000027315,120
210000027316,2264
210000027318,135
210000027320,387
210000027321,340
210000027322,366
210000027323,227
210000027324,337
210000027325,181
210000027326,3
210000027327,85
210000027328,10144
210000027330,565
210000027333,704
210000027334,831
210000027335,34
210000027336,676
210000027337,892
210000027338,704
210000027339,544
210000027340,1125
210000027341,321
210000027342,38
210000027343,124
210000027344,19
210000027345,739
210000027346,136
210000027347,764
210000027348,438
210000027349,127
210000027350,745
210000027351,436
210000027352,80
210000027353,15
210000027354,22
210000027355,245
210000027356,98
210000027357,51
210000027358,4
210000027359,18
210000027360,143
210000027361,19
210000027362,51
210000027363,59
210000027364,55
210000027365,3709
210000027367,199
210000027368,239
210000027369,207
210000027370,464
210000027371,479
210000027372,129
210000027373,183
210000027374,192
210000027375,122
210000027376,69
210000027377,103
210000027378,384
210000027379,243
210000027380,299
210000027381,879
210000027382,27
210000027383,204
210000027384,202
210000027385,557
210000027386,35
210000027387,115
210000027388,0
210000027389,39872
210000027391,127
210000027392,56
210000027393,120
210000027394,56
210000027395,591
210000027396,154
210000027397,96
210000027398,696
210000027399,751
210000027400,510
210000027401,43
210000027403,129
210000027404,53
210000027405,70
210000027406,306
210000027407,41
210000027408,56
210000027409,344
210000027410,60
210000027411,44
210000027412,117
210000027413,55
210000027414,47
210000027415,82
210000027416,38
210000027417,0
210000027418,392
210000027419,113
210000027420,0
210000027421,21
210000027422,49
210000027423,26
210000027424,30
210000027425,381
210000027426,275
210000027427,28
210000027428,147
210000027429,17
210000027430,18
210000027431,33
210000027432,83
210000027433,68
210000027434,583
210000027435,439
210000027436,70
210000027437,1110
210000027438,181
210000027439,352
210000027440,211
210000027441,131
210000027442,41
210000027443,809
210000027444,79
210000027445,29
210000027446,67
210000027447,1477
210000027448,196
210000027449,48
210000027450,471
210000027451,113
210000027455,13
210000027456,12
210000027457,163
210000027459,59
210000027460,6
210000027461,26
210000027462,1516
210000027464,159
210000027465,66
210000027466,121
210000027467,68
210000027468,397
210000027469,143
210000027470,101
210000027471,36
210000027472,103
210000027473,170
210000027474,150
210000027475,91
210000027476,115
210000027477,13
210000027478,48
210000027479,19
210000027480,89
210000027481,48
210000027482,147
210000027483,87
210000027484,31
210000027485,61
210000027486,113
210000027487,48
210000027488,149
210000027489,147
210000027491,420
210000027492,520
210000027493,335
210000027494,51
210000027495,467
210000027496,115
210000027497,77
210000027498,1055
210000027499,119
210000027500,97
210000027501,101
210000027502,8
210000027503,57
210000027504,329
210000027505,416
210000027506,242
210000027507,128
210000027508,613
210000027509,347
210000027510,78
210000027511,421
210000027512,386
210000027513,41
210000027514,95
210000027516,32
210000027517,249
210000027518,219
210000027519,76
210000027520,125
210000027521,115
210000027522,77
210000027523,651
210000027524,592
210000027525,915
210000027526,49
210000027527,148
210000027528,82
210000027529,21
210000027530,186
210000027531,706
210000027532,268
210000027533,99
210000027534,50
210000027535,128
210000027536,333
210000027537,9
210000027538,94
210000027539,189
210000027540,241
210000027541,69
210000027542,99
210000027543,622
210000027544,19
210000027545,992
210000027546,865
210000027548,403
210000027549,167
210000027550,18
210000027551,35
210000027552,33
210000027554,1401
210000027556,430
210000027557,132
210000027558,85
210000027559,80
210000027560,229
210000027561,272
210000027562,30
210000027563,14
210000027564,10
210000027565,99
210000027583,174
210000027584,328
210000027585,95
210000027586,234
210000027587,459
210000027588,46
210000027589,56
210000027590,124
210000027591,204
210000027593,52
210000027594,10
210000027595,175
210000027596,156
210000027597,483
210000027598,8076
210000027600,1561
210000027602,10
210000027603,49
210000027605,29
210000027606,67
210000027607,76
210000027608,51
210000027609,15
210000027610,14
210000027611,73
210000027612,38
210000027615,20
210000027616,16
210000027617,28
210000027618,343
210000027619,99
210000027620,0
210000027621,26
210000027622,35
210000027623,25
210000027624,47
210000027625,97
210000027626,65
210000027627,25
210000027628,515
210000027629,47
210000027630,123
210000027631,438
210000027632,336
210000027633,494
210000027634,377
210000027635,136
210000027636,115
210000027637,252
210000027638,151
210000027639,361
210000027640,85
210000027641,446
210000027642,170
210000027643,54
210000027644,144
210000027646,159
210000027647,268
210000027648,198
210000027649,126
210000027650,104
210000027651,58
210000027652,31
210000027653,454
210000027654,343
210000027655,212
210000027656,140
210000027657,262
210000027658,194
210000027660,6
210000027661,270
210000027662,147
210000027663,63
210000027664,218
210000027665,166
210000027666,9
210000027667,205
210000027668,222
210000027669,24
210000027670,1478
210000027673,278
210000027674,2
210000027675,214
210000027676,59
210000027677,1
210000027678,66
210000027679,1276
210000027680,78
210000027681,5
210000027682,98
210000027683,178
210000027684,88
210000027685,105
210000027686,1079
210000027687,189
210000027688,9
210000027689,1564
210000027691,226
210000027692,193
210000027693,34
210000027694,1788
210000027696,218
210000027697,133
210000027698,212
210000027699,4
210000027701,112
210000027702,17
210000027703,224
210000027704,0
210000027705,162
210000027706,81
210000027707,112
210000027708,267
210000027709,29
210000027710,178
210000027747,90
210000027748,178
210000027749,44
210000027750,170
210000027751,225
210000027752,37
210000027753,65
210000027754,198
210000027755,217
210000027756,334
210000027757,1933
210000027759,5645
210000027761,669
210000027763,30
210000027764,75
210000027765,101
210000027766,85
210000027767,58
210000027768,29
210000027769,20
210000027770,100
210000027771,101
210000027772,0
210000027774,257
210000027775,217
210000027776,3
210000027777,171
210000027778,1
210000027779,328
210000027780,114
210000027781,124
210000027782,124
210000027783,45
210000027784,93
210000027785,916
210000027786,51
210000027787,143
210000027788,473
210000027789,92
210000027792,34
210000027793,280
210000027794,1176
210000027796,67
210000027797,80
210000027798,48
210000027799,115
210000027800,53
210000027801,27
210000027802,25
210000027803,414
210000027804,215
210000027805,29
210000027806,72
210000027807,56
210000027808,132
210000027809,209
210000027810,93
210000027811,12
210000027812,46
210000027813,26
210000027814,44
210000027815,74
210000027816,203
210000027817,51
210000027818,72
210000027819,47
210000027820,153
210000027821,213
210000027822,335
210000027823,3
210000027824,27
210000027825,30
210000027826,122
210000027827,7467
210000027829,1
210000027830,86
210000027831,0
210000027832,160
210000027833,754
210000027834,778
210000027835,203
210000027836,52
210000027837,509
210000027838,354
210000027839,258
210000027840,81
210000027841,109
210000027842,251
210000027843,410
210000027844,1
210000027845,106
210000027846,0
210000027847,213
210000027849,715
210000027850,166
210000027851,119
210000027852,130
210000027853,266
210000027854,608
210000027855,19900
210000027857,373
210000027858,904
210000027859,202
210000027860,418
210000027861,21
210000027862,1065
210000027863,2
210000027864,284
210000027866,139
210000027867,565
210000027868,78
210000027869,640
210000027870,0
210000027871,165
210000027872,7
210000027873,88
210000027874,7
210000027875,16
210000027876,131
210000027877,1161
210000027878,209
210000027879,531
210000027880,134
210000027881,148
210000027882,70
210000027883,31
210000027884,771
210000027885,1234
210000027886,350
210000027887,1214
210000027888,26
210000027889,692
210000027890,582
210000027891,1557
210000027892,11
210000027893,229
210000027894,261
210000027895,131
210000027896,86
210000027897,197
210000027898,29
210000027899,29395
210000027901,46
210000027902,0
210000027903,234
210000027904,81
210000027905,107
210000027906,196
210000027907,39
210000027908,0
210000027909,311
210000027910,90
210000027911,63
210000027912,494
210000027913,101
210000027915,28
210000027916,705
210000027917,207
210000027918,35
210000027919,30
210000027920,165
210000027921,12
210000027922,351
210000027923,25
210000027924,22
210000027925,1162
210000027926,171
210000027927,6
210000027928,119
210000027929,63
210000027930,6
210000027931,147
210000027932,344
210000027933,966
210000027934,43
210000027935,0
210000027936,33
210000027937,18
210000027938,173
210000027939,1125
210000027940,456
210000027941,828
210000027942,238
210000027943,126
210000027944,195
210000027945,1085
210000027946,280
210000027947,190
210000027948,46
210000027949,57
210000027950,144
210000027951,341
210000027952,177
210000027954,198
210000027955,100
210000027956,450
210000027957,236
210000027958,37
210000027959,85
210000027960,95
210000027961,452
210000027962,184
210000027963,234
210000027964,115
210000027965,928
210000027966,228
210000027967,659
210000027968,351
210000027969,287
210000027970,779
210000027971,232
210000027972,303
210000027973,691
210000027974,1595
210000027975,552
210000027977,209
210000027978,320
210000027979,209
210000027980,1
210000027981,0
210000027982,802
210000027983,235
210000027984,193
210000027985,1
210000027986,147
210000027987,32
210000027988,11
210000027989,212
210000027990,367
210000027991,147
210000027992,262
210000027993,175
210000027994,1659
210000027995,369
210000027996,260
210000027997,0
210000027998,1
210000027999,133
210000028000,718
210000028001,8
210000028002,2332
210000028004,1177
210000028005,138
210000028006,5
210000028007,1084
210000028008,221
210000028009,417
210000028010,7
210000028011,46
210000028012,150
210000028013,83
210000028014,135
210000028015,252
210000028016,4
210000028017,670
210000028018,831
210000028019,609
210000028020,1
210000028021,674
210000028022,173
210000028023,1128
210000028024,131
210000028025,196
210000028026,1
210000028027,182
210000028028,920
210000028029,507
210000028030,719
210000028031,2116
210000028032,14
210000028033,155
210000028034,145
210000028035,167
210000028036,127
210000028038,215
210000028039,61
210000028040,108
210000028041,1385
210000028042,1394
210000028043,144
210000028044,1550
210000028045,502
210000028046,1439
210000028047,251
210000028048,528
210000028049,180
210000028050,60
210000028051,121
210000028052,162
210000028053,10
210000028054,216
210000028055,122
210000028056,549
210000028057,163
210000028058,246
210000028059,499
210000028060,114
210000028061,128
210000028062,242
210000028063,1216
210000028064,164
210000028065,66
210000028066,1910
210000028067,485
210000028068,82
210000028069,66
210000028070,40
210000028071,100
210000028072,86
210000028073,54
210000028074,139
210000028075,74
210000028076,26
210000028077,775
210000028078,178
210000028079,24
210000028080,127
210000028081,353
210000028082,154
210000028083,155
210000028084,221
210000028085,23
210000028086,36
210000028087,8
210000028088,68
210000028089,74
210000028090,215
210000028091,342
210000028092,17
210000028093,281
210000028094,306
210000028095,12
210000028096,170
210000028097,2017
210000028099,117
210000028100,19
210000028101,6
210000028102,53
210000028103,65
210000028104,54
210000028105,39
210000028106,12
210000028107,26
210000028108,217
210000028109,11
210000028110,21
210000028111,66
210000028112,57
210000028113,22
210000028114,162
210000028115,164
210000028116,78
210000028117,1872
210000028118,418
210000028119,3024
210000028120,522
210000028122,477
210000028123,274
210000028124,199
210000028125,124
210000028126,603
210000028127,128
210000028128,166
210000028129,1195
210000028130,176
210000028131,400
210000028132,733
210000028133,269
210000028134,891
210000028135,1031
210000028136,2173
210000028137,1075
210000028138,1357
210000028139,46
210000028140,67
210000028141,130
210000028142,340
210000028143,76
210000028144,37
210000028146,2443
210000028147,720
210000028148,883
210000028149,260
210000028150,120
210000028151,52
210000028152,185
210000028154,42
210000028156,187849
210000028158,442
210000028159,822
210000028160,55
210000028161,310
210000028162,58
210000028163,33
210000028164,0
210000028165,126
210000028166,37
210000028167,25
210000028168,85
210000028169,40
210000028170,89
210000028171,116
210000028172,194
210000028173,19
210000028174,66
210000028175,69
210000028176,2
210000028177,35
210000028178,50
210000028179,76
210000028180,0
210000028181,338
210000028182,48
210000028183,68
210000028184,99
210000028185,112
210000028186,0
210000028187,224
210000028188,25
210000028189,63
210000028190,61
210000028191,39
210000028192,0
210000028193,0
210000028194,405
210000028195,67
210000028196,454
210000028198,84
210000028199,61
210000028200,194
210000028201,189
210000028202,93
210000028203,25
210000028204,89
210000028205,52
210000028206,138
210000028207,35
210000028208,754
210000028209,6
210000028210,744
210000028211,328
210000028212,54
210000028213,333
210000028214,3
210000028215,809
210000028216,300
210000028217,46
210000028218,347
210000028219,753
210000028220,93
210000028221,668
210000028222,172
210000028223,111
210000028224,87
210000028225,678
210000028226,27
210000028227,364
210000028228,55
210000028229,124
210000028230,465
210000028231,142
210000028232,38
210000028233,136
210000028234,48
210000028235,78
210000028236,456
210000028237,2335
210000028238,0
210000028239,2293
210000028240,128
210000028241,189
210000028242,272
210000028244,64
210000028245,115
210000028246,715
210000028247,107
210000028248,54
210000028249,106
210000028250,1650
210000028253,285
210000028254,125
210000028255,56
210000028256,447
210000028257,9
210000028258,780
210000028259,65
210000028260,48
210000028261,4
210000028262,177
210000028263,334
210000028264,70
210000028265,150
210000028266,572
210000028267,57
210000028268,573
210000028269,40
210000028270,25
210000028271,18
210000028272,99
210000028273,20
210000028274,11
210000028275,38
210000028276,673
210000028277,167
210000028336,3478
210000028338,258
210000028339,6
210000028340,30
210000028341,257
210000028342,11
210000028343,183
210000028344,19
210000028345,221
210000028346,244
210000028347,257
210000028348,94
210000028349,383
210000028350,342
210000028352,27
210000028354,466
210000028355,339
210000028356,287
210000028357,175
210000028358,40
210000028359,1
210000028360,94
210000028361,114
210000028362,1198
210000028363,533
210000028364,187
210000028365,151
210000028366,406
210000028368,282
210000028369,378
210000028370,90
210000028371,3267
210000028372,571
210000028373,89
210000028374,216
210000028375,173
210000028376,90
210000028377,1
210000028378,2215
210000028379,54
210000028380,156
210000028381,184
210000028382,2230
210000028383,163
210000028384,919
210000028385,18360
210000028387,75
210000028389,612
210000028390,1812
210000028391,154
210000028392,521
210000028393,318
210000028394,131
210000028395,155
210000028396,25
210000028397,62
210000028398,149
210000028399,13
210000028400,419
210000028401,227
210000028402,107
210000028403,352
210000028405,192
210000028406,264
210000028407,19
210000028408,92
210000028409,1033
210000028410,784
210000028412,49
210000028413,175
210000028414,208
210000028415,56
210000028416,243
210000028481,654
210000028482,328
210000028483,2293
210000028484,285
210000028485,32
210000028486,192
210000028487,186
210000028488,450
210000028489,412
210000028490,119
