SQ_CANDIDATO,QT_VOTOS_NOMINAIS,DS_SIT_TOT_TURNO
210000026331,65,SUPLENTE
210000026332,184,ELEITO POR QP
210000026335,1523,NÃO ELEITO
210000026350,99,SUPLENTE
210000026351,142,SUPLENTE
210000026352,23,SUPLENTE
210000026353,37,SUPLENTE
210000026354,96,SUPLENTE
210000026355,167,SUPLENTE
210000026356,228,ELEITO POR QP
210000026357,346,ELEITO POR QP
210000026358,208,ELEITO POR QP
210000026359,124,SUPLENTE
210000026360,6,SUPLENTE
210000026361,172,ELEITO POR QP
210000026363,2152,ELEITO
210000026364,22,SUPLENTE
210000026365,38,SUPLENTE
210000026366,280,ELEITO POR QP
210000026367,5,SUPLENTE
210000026368,129,ELEITO POR MÉDIA
210000026369,92,SUPLENTE
210000026370,19,SUPLENTE
210000026371,15,SUPLENTE
210000026372,54,SUPLENTE
210000026373,38,SUPLENTE
210000026374,359,ELEITO POR QP
210000026375,83,SUPLENTE
210000026376,100,SUPLENTE
210000026377,60,SUPLENTE
210000026378,58,SUPLENTE
210000026379,187,SUPLENTE
210000026380,55,SUPLENTE
210000026381,42,SUPLENTE
210000026382,59,SUPLENTE
210000026383,187,SUPLENTE
210000026384,184,SUPLENTE
210000026385,91,SUPLENTE
210000026386,85,SUPLENTE
210000026387,402,SUPLENTE
210000026388,136,SUPLENTE
210000026389,373,SUPLENTE
210000026390,702,SUPLENTE
210000026391,106,SUPLENTE
210000026392,207,SUPLENTE
210000026393,733,SUPLENTE
210000026394,1154,ELEITO POR QP
210000026395,1018,ELEITO POR QP
210000026396,752,ELEITO POR MÉDIA
210000026397,413,SUPLENTE
210000026398,278,SUPLENTE
210000026400,24,SUPLENTE
210000026402,10089,NÃO ELEITO
210000026403,29,SUPLENTE
210000026404,171,SUPLENTE
210000026405,258,SUPLENTE
210000026406,69,SUPLENTE
210000026407,25,SUPLENTE
210000026459,200,SUPLENTE
210000026460,24,SUPLENTE
210000026461,287,SUPLENTE
210000026462,446,SUPLENTE
210000026463,472,SUPLENTE
210000026464,67,SUPLENTE
210000026465,261,SUPLENTE
210000026466,40,SUPLENTE
210000026467,211,SUPLENTE
210000026468,260,SUPLENTE
210000026469,201,SUPLENTE
210000026470,51,SUPLENTE
210000026471,651,ELEITO POR QP
210000026472,238,SUPLENTE
210000026473,114,SUPLENTE
210000026474,204,SUPLENTE
210000026475,482,ELEITO POR MÉDIA
210000026476,101,SUPLENTE
210000026477,145,SUPLENTE
210000026478,638,ELEITO POR QP
210000026479,73,SUPLENTE
210000026480,433,SUPLENTE
210000026481,6324,NÃO ELEITO
210000026484,26,SUPLENTE
210000026485,36,SUPLENTE
210000026486,69,SUPLENTE
210000026487,140,ELEITO POR QP
210000026488,212,ELEITO POR QP
210000026489,172,ELEITO POR QP
210000026490,75,SUPLENTE
210000026491,112,ELEITO POR MÉDIA
210000026492,36,SUPLENTE
210000026493,14,SUPLENTE
210000026494,88,SUPLENTE
210000026495,69,SUPLENTE
210000026498,19,NÃO ELEITO
210000026499,64,NÃO ELEITO
210000026500,2,NÃO ELEITO
210000026501,50,NÃO ELEITO
210000026502,4,NÃO ELEITO
210000026503,12,NÃO ELEITO
210000026504,21,NÃO ELEITO
210000026505,20,NÃO ELEITO
210000026506,9,NÃO ELEITO
210000026507,3,NÃO ELEITO
210000026508,2,NÃO ELEITO
210000026509,50,NÃO ELEITO
210000026510,32,NÃO ELEITO
210000026512,28,NÃO ELEITO
210000026513,23,NÃO ELEITO
210000026514,37,SUPLENTE
210000026515,497,ELEITO POR MÉDIA
210000026516,236,SUPLENTE
210000026517,100,SUPLENTE
210000026518,84,SUPLENTE
210000026519,423,SUPLENTE
210000026520,673,ELEITO POR QP
210000026521,821,ELEITO POR QP
210000026522,27,SUPLENTE
210000026523,184,SUPLENTE
210000026524,168,SUPLENTE
210000026525,354,SUPLENTE
210000026526,119,SUPLENTE
210000026527,62,SUPLENTE
210000026528,581,ELEITO POR QP
210000026529,224,SUPLENTE
210000026530,13,SUPLENTE
210000026531,128,SUPLENTE
210000026551,163,SUPLENTE
210000026552,363,SUPLENTE
210000026553,303,SUPLENTE
210000026554,181,SUPLENTE
210000026555,21,SUPLENTE
210000026556,416,ELEITO POR QP
210000026557,159,SUPLENTE
210000026558,174,SUPLENTE
210000026559,76,SUPLENTE
210000026560,78,SUPLENTE
210000026561,29,SUPLENTE
210000026562,412,SUPLENTE
210000026563,495,ELEITO POR QP
210000026564,111,SUPLENTE
210000026565,310,SUPLENTE
210000026566,48,SUPLENTE
210000026567,45,SUPLENTE
210000026568,101,SUPLENTE
210000026569,20,SUPLENTE
210000026571,148,NÃO ELEITO
210000026572,142,NÃO ELEITO
210000026573,67,NÃO ELEITO
210000026574,18,NÃO ELEITO
210000026576,20,NÃO ELEITO
210000026577,38,SUPLENTE
210000026578,2824,ELEITO
210000026580,4,SUPLENTE
210000026581,110,SUPLENTE
210000026582,138,ELEITO POR QP
210000026583,106,SUPLENTE
210000026584,41,SUPLENTE
210000026585,68,SUPLENTE
210000026586,28,SUPLENTE
210000026587,805,NÃO ELEITO
210000026589,13,SUPLENTE
210000026590,26,SUPLENTE
210000026591,77,SUPLENTE
210000026592,131,ELEITO POR QP
210000026593,117,ELEITO POR QP
210000026594,79,SUPLENTE
210000026595,742,NÃO ELEITO
210000026596,104,ELEITO POR MÉDIA
210000026597,111,ELEITO POR QP
210000026598,71,SUPLENTE
210000026600,21,SUPLENTE
210000026603,202,ELEITO POR QP
210000026604,203,ELEITO POR QP
210000026606,73,SUPLENTE
210000026607,166,ELEITO POR MÉDIA
210000026608,114,SUPLENTE
210000026609,176,ELEITO POR QP
210000026610,23,SUPLENTE
210000026611,24,SUPLENTE
210000026612,52,SUPLENTE
210000026613,12,SUPLENTE
210000026614,22,SUPLENTE
210000026615,91,SUPLENTE
210000026616,0,SUPLENTE
210000026617,48,SUPLENTE
210000026618,48,SUPLENTE
210000026619,382,SUPLENTE
210000026620,547,SUPLENTE
210000026621,390,SUPLENTE
210000026622,562,ELEITO POR QP
210000026623,115,SUPLENTE
210000026624,201,SUPLENTE
210000026625,388,SUPLENTE
210000026626,150,SUPLENTE
210000026627,170,SUPLENTE
210000026628,73,SUPLENTE
210000026630,11,SUPLENTE
210000026631,283,SUPLENTE
210000026632,31,SUPLENTE
210000026633,261,SUPLENTE
210000026634,32,SUPLENTE
210000026635,3,SUPLENTE
210000026636,0,SUPLENTE
210000026637,20,SUPLENTE
210000026638,7522,NÃO ELEITO
210000026640,23,SUPLENTE
210000026641,72,SUPLENTE
210000026642,154,ELEITO POR MÉDIA
210000026643,15,SUPLENTE
210000026644,310,ELEITO POR QP
210000026645,26,SUPLENTE
210000026646,87,SUPLENTE
210000026647,86,SUPLENTE
210000026648,562,ELEITO POR QP
210000026649,139,SUPLENTE
210000026650,104,SUPLENTE
210000026651,45,SUPLENTE
210000026652,145,SUPLENTE
210000026653,106,SUPLENTE
210000026654,10,SUPLENTE
210000026655,169,ELEITO POR QP
210000026656,108,SUPLENTE
210000026657,303,SUPLENTE
210000026659,331,ELEITO POR QP
210000026660,401,ELEITO POR QP
210000026661,322,ELEITO POR QP
210000026662,155,SUPLENTE
210000026663,2538,ELEITO
210000026664,19,SUPLENTE
210000026666,48,SUPLENTE
210000026668,345,ELEITO POR QP
210000026669,7273,NÃO ELEITO
210000026671,66,SUPLENTE
210000026672,74,SUPLENTE
210000026673,91,SUPLENTE
210000026674,486,ELEITO POR QP
210000026675,427,SUPLENTE
210000026676,78,SUPLENTE
210000026677,142,SUPLENTE
210000026678,559,ELEITO POR QP
210000026679,386,SUPLENTE
210000026680,172,SUPLENTE
210000026681,467,ELEITO POR MÉDIA
210000026682,575,ELEITO POR QP
210000026683,361,SUPLENTE
210000026684,280,SUPLENTE
210000026685,83,SUPLENTE
210000026686,858,ELEITO POR QP
210000026687,93,SUPLENTE
210000026688,355,SUPLENTE
210000026689,197,SUPLENTE
210000026690,103,SUPLENTE
210000026691,56,NÃO ELEITO
210000026692,12,NÃO ELEITO
210000026693,52,NÃO ELEITO
210000026694,10690,NÃO ELEITO
210000026696,353,SUPLENTE
210000026697,722,ELEITO POR QP
210000026698,793,ELEITO POR QP
210000026699,288,SUPLENTE
210000026700,179,SUPLENTE
210000026701,524,SUPLENTE
210000026702,225,SUPLENTE
210000026703,5231,NÃO ELEITO
210000026705,729,ELEITO POR QP
210000026706,129,SUPLENTE
210000026709,243,SUPLENTE
210000026710,96,SUPLENTE
210000026711,366,SUPLENTE
210000026712,74,SUPLENTE
210000026713,119,SUPLENTE
210000026714,286,SUPLENTE
210000026715,30,SUPLENTE
210000026716,500,SUPLENTE
210000026717,932,SUPLENTE
210000026718,121,SUPLENTE
210000026719,188,SUPLENTE
210000026720,1289,ELEITO POR QP
210000026721,109,SUPLENTE
210000026722,138,SUPLENTE
210000026723,589,SUPLENTE
210000026724,928,SUPLENTE
210000026725,157,SUPLENTE
210000026726,589,SUPLENTE
210000026727,36,SUPLENTE
210000026728,184,SUPLENTE
210000026729,116,SUPLENTE
210000026730,182,SUPLENTE
210000026731,48,SUPLENTE
210000026732,190,SUPLENTE
210000026733,143,SUPLENTE
210000026734,148,SUPLENTE
210000026735,29,SUPLENTE
210000026736,97,SUPLENTE
210000026737,46,SUPLENTE
210000026738,40,SUPLENTE
210000026739,34,SUPLENTE
210000026740,1106,ELEITO POR MÉDIA
210000026773,559,NÃO ELEITO
210000026775,98,NÃO ELEITO
210000026776,107,NÃO ELEITO
210000026777,25,NÃO ELEITO
210000026778,388,NÃO ELEITO
210000026779,26,NÃO ELEITO
210000026780,23,NÃO ELEITO
210000026781,87,NÃO ELEITO
210000026782,35,NÃO ELEITO
210000026783,41,NÃO ELEITO
210000026784,270,ELEITO POR MÉDIA
210000026785,358,ELEITO POR QP
210000026786,172,SUPLENTE
210000026787,71,SUPLENTE
210000026788,28,SUPLENTE
210000026789,161,SUPLENTE
210000026790,397,ELEITO POR QP
210000026791,8,SUPLENTE
210000026792,9,SUPLENTE
210000026793,20,SUPLENTE
210000026794,9,SUPLENTE
210000026795,19,SUPLENTE
210000026796,273,SUPLENTE
210000026797,350,SUPLENTE
210000026798,392,SUPLENTE
210000026799,563,SUPLENTE
210000026800,1637,ELEITO POR QP
210000026801,935,ELEITO POR QP
210000026802,467,SUPLENTE
210000026803,315,SUPLENTE
210000026804,73,SUPLENTE
210000026805,13,SUPLENTE
210000026806,58,SUPLENTE
210000026807,297,SUPLENTE
210000026808,76,SUPLENTE
210000026809,591,SUPLENTE
210000026810,14,SUPLENTE
210000026811,743,ELEITO POR QP
210000026812,902,ELEITO POR QP
210000026813,412,SUPLENTE
210000026814,209,SUPLENTE
210000026815,232,SUPLENTE
210000026816,52,SUPLENTE
210000026817,59,SUPLENTE
210000026818,282,ELEITO POR QP
210000026819,182,SUPLENTE
210000026820,9,SUPLENTE
210000026821,48,SUPLENTE
210000026822,453,ELEITO POR QP
210000026823,79,SUPLENTE
210000026824,1398,NÃO ELEITO
210000026826,63,NÃO ELEITO
210000026827,77,NÃO ELEITO
210000026828,108,NÃO ELEITO
210000026829,20,NÃO ELEITO
210000026830,33,NÃO ELEITO
210000026831,43,NÃO ELEITO
210000026832,30,NÃO ELEITO
210000026834,205,SUPLENTE
210000026835,110,SUPLENTE
210000026836,98,SUPLENTE
210000026837,833,ELEITO POR QP
210000026838,480,SUPLENTE
210000026839,632,ELEITO POR MÉDIA
210000026840,372,SUPLENTE
210000026841,740,ELEITO POR QP
210000026842,93,SUPLENTE
210000026844,343,ELEITO POR QP
210000026845,30,SUPLENTE
210000026846,151,ELEITO POR QP
210000026847,72,SUPLENTE
210000026848,9,SUPLENTE
210000026849,33,SUPLENTE
210000026850,5,SUPLENTE
210000026851,48,SUPLENTE
210000026852,831,ELEITO POR QP
210000026853,96,SUPLENTE
210000026854,847,ELEITO POR QP
210000026855,94,SUPLENTE
210000026856,1052,ELEITO POR QP
210000026857,402,SUPLENTE
210000026858,964,ELEITO POR QP
210000026859,19,SUPLENTE
210000026860,647,ELEITO POR MÉDIA
210000026861,54,SUPLENTE
210000026862,872,ELEITO POR QP
210000026863,126,SUPLENTE
210000026864,58,SUPLENTE
210000026866,23,SUPLENTE
210000026867,422,SUPLENTE
210000026868,53,SUPLENTE
210000026869,579,SUPLENTE
210000026870,143,SUPLENTE
210000026871,208,SUPLENTE
210000026872,114,SUPLENTE
210000026873,68,SUPLENTE
210000026874,8470,ELEITO
210000026875,293,SUPLENTE
210000026876,399,SUPLENTE
210000026877,679,ELEITO POR QP
210000026878,51,SUPLENTE
210000026879,19,SUPLENTE
210000026880,54,SUPLENTE
210000026881,45,SUPLENTE
210000026882,230,SUPLENTE
210000026883,474,SUPLENTE
210000026884,98,SUPLENTE
210000026885,23,SUPLENTE
210000026886,511,ELEITO POR QP
210000026888,20,SUPLENTE
210000026889,64,SUPLENTE
210000026890,39,SUPLENTE
210000026891,35,SUPLENTE
210000026892,140,ELEITO POR QP
210000026893,21,SUPLENTE
210000026894,43,SUPLENTE
210000026895,24,SUPLENTE
210000026896,23,SUPLENTE
210000026897,62,SUPLENTE
210000026898,9,SUPLENTE
210000026899,50,SUPLENTE
210000026900,28,SUPLENTE
210000026901,110,ELEITO POR MÉDIA
210000026902,114,ELEITO POR QP
210000026903,115,ELEITO POR QP
210000026904,54,SUPLENTE
210000026906,19,SUPLENTE
210000026907,984,ELEITO POR QP
210000026908,13,SUPLENTE
210000026909,72,SUPLENTE
210000026910,385,SUPLENTE
210000026911,38,SUPLENTE
210000026912,109,SUPLENTE
210000026913,424,ELEITO POR MÉDIA
210000026914,188,SUPLENTE
210000026915,112,SUPLENTE
210000026916,191,SUPLENTE
210000026917,2752,NÃO ELEITO
210000026918,19,SUPLENTE
210000026919,490,ELEITO POR QP
210000026920,40,SUPLENTE
210000026921,249,SUPLENTE
210000026923,35,SUPLENTE
210000026924,415,SUPLENTE
210000026925,87,SUPLENTE
210000026926,343,SUPLENTE
210000026927,10,SUPLENTE
210000026928,381,SUPLENTE
210000026929,22,SUPLENTE
210000026930,18,SUPLENTE
210000026931,257,SUPLENTE
210000026932,41,SUPLENTE
210000026933,95,SUPLENTE
210000026934,103,SUPLENTE
210000026935,494,ELEITO POR QP
210000026936,140,SUPLENTE
210000026937,266,SUPLENTE
210000026938,55,SUPLENTE
210000026939,35,SUPLENTE
210000026940,435,ELEITO POR QP
210000026941,134,SUPLENTE
210000026942,0,SUPLENTE
210000026943,7793,ELEITO
210000026944,21,SUPLENTE
210000026945,60,SUPLENTE
210000026946,12,SUPLENTE
210000026947,183,ELEITO POR QP
210000026948,78,ELEITO POR MÉDIA
210000026949,77,SUPLENTE
210000026950,20,SUPLENTE
210000026951,9,SUPLENTE
210000026952,10,SUPLENTE
210000026973,630,ELEITO POR QP
210000026974,138,SUPLENTE
210000026975,58,SUPLENTE
210000026976,329,SUPLENTE
210000026977,171,SUPLENTE
210000026978,388,SUPLENTE
210000026979,143,SUPLENTE
210000026980,284,SUPLENTE
210000026981,24,SUPLENTE
210000026983,124,SUPLENTE
210000026984,241,SUPLENTE
210000026985,397,ELEITO POR MÉDIA
210000026986,402,ELEITO POR QP
210000026987,30,SUPLENTE
210000026988,119,SUPLENTE
210000026989,122,SUPLENTE
210000026990,14,SUPLENTE
210000026991,376,SUPLENTE
210000026992,926,ELEITO POR QP
210000026993,56,SUPLENTE
210000026994,177,SUPLENTE
210000026995,55,SUPLENTE
210000026996,228,SUPLENTE
210000026997,554,SUPLENTE
210000026998,401,SUPLENTE
210000026999,125,SUPLENTE
210000027000,25,SUPLENTE
210000027001,15,SUPLENTE
210000027002,82,SUPLENTE
210000027003,75,SUPLENTE
210000027004,272,SUPLENTE
210000027005,413,SUPLENTE
210000027006,2,SUPLENTE
210000027007,1367,ELEITO POR MÉDIA
210000027008,938,NÃO ELEITO
210000027009,106,SUPLENTE
210000027010,108,SUPLENTE
210000027011,278,SUPLENTE
210000027012,1131,SUPLENTE
210000027013,18849,NÃO ELEITO
210000027014,601,SUPLENTE
210000027015,935,SUPLENTE
210000027016,279,SUPLENTE
210000027017,102,SUPLENTE
210000027018,67,SUPLENTE
210000027019,392,SUPLENTE
210000027021,112,SUPLENTE
210000027022,105,SUPLENTE
210000027023,462,SUPLENTE
210000027024,280,SUPLENTE
210000027025,268,SUPLENTE
210000027026,111,SUPLENTE
210000027027,135,SUPLENTE
210000027029,133,SUPLENTE
210000027030,80,SUPLENTE
210000027031,53,SUPLENTE
210000027032,1407,ELEITO POR QP
210000027033,4,NÃO ELEITO
210000027034,708,NÃO ELEITO
210000027035,138,NÃO ELEITO
210000027036,135,NÃO ELEITO
210000027037,33,NÃO ELEITO
210000027038,217,NÃO ELEITO
210000027040,110,NÃO ELEITO
210000027041,55,NÃO ELEITO
210000027042,1711,NÃO ELEITO
210000027044,1224,NÃO ELEITO
210000027046,98,NÃO ELEITO
210000027048,111,NÃO ELEITO
210000027049,352,NÃO ELEITO
210000027050,1849,ELEITO POR QP
210000027051,136,SUPLENTE
210000027052,274,SUPLENTE
210000027053,110,SUPLENTE
210000027054,486,SUPLENTE
210000027055,186,SUPLENTE
210000027056,414,SUPLENTE
210000027057,58,SUPLENTE
210000027058,212,SUPLENTE
210000027059,27,SUPLENTE
210000027060,188,ELEITO POR QP
210000027061,132,SUPLENTE
210000027062,212,ELEITO POR QP
210000027063,316,ELEITO POR QP
210000027064,71,SUPLENTE
210000027065,72,SUPLENTE
210000027066,154,SUPLENTE
210000027067,1193,NÃO ELEITO
210000027069,78,SUPLENTE
210000027070,25,SUPLENTE
210000027071,235,SUPLENTE
210000027072,39,SUPLENTE
210000027073,178,SUPLENTE
210000027074,70,SUPLENTE
210000027075,217,SUPLENTE
210000027076,46,SUPLENTE
210000027077,824,ELEITO POR QP
210000027078,62,SUPLENTE
210000027079,18715,ELEITO
210000027081,149,SUPLENTE
210000027082,185,ELEITO POR QP
210000027083,290,ELEITO POR QP
210000027084,140,SUPLENTE
210000027085,69,SUPLENTE
210000027086,245,ELEITO POR QP
210000027087,145,SUPLENTE
210000027088,1459,NÃO ELEITO
210000027090,34,SUPLENTE
210000027091,35,SUPLENTE
210000027092,165,SUPLENTE
210000027093,6029,NÃO ELEITO
210000027097,143,SUPLENTE
210000027098,236,SUPLENTE
210000027099,113,SUPLENTE
210000027100,3,SUPLENTE
210000027101,115,SUPLENTE
210000027102,282,ELEITO POR QP
210000027103,435,ELEITO POR QP
210000027105,286,ELEITO POR QP
210000027106,237,ELEITO POR MÉDIA
210000027107,199,SUPLENTE
210000027108,22,SUPLENTE
210000027109,2217,NÃO ELEITO
210000027110,279,ELEITO POR QP
210000027111,6096,ELEITO
210000027113,183,SUPLENTE
210000027114,694,ELEITO POR QP
210000027115,435,ELEITO POR QP
210000027116,258,SUPLENTE
210000027117,691,ELEITO POR QP
210000027118,384,ELEITO POR QP
210000027119,284,ELEITO POR MÉDIA
210000027120,226,SUPLENTE
210000027121,501,ELEITO POR QP
210000027122,59,SUPLENTE
210000027123,202,SUPLENTE
210000027124,438,ELEITO POR QP
210000027125,190,SUPLENTE
210000027126,116,SUPLENTE
210000027127,359,NÃO ELEITO
210000027128,13,NÃO ELEITO
210000027129,4,NÃO ELEITO
210000027130,131,NÃO ELEITO
210000027131,2,NÃO ELEITO
210000027132,65,NÃO ELEITO
210000027133,7,NÃO ELEITO
210000027134,10,NÃO ELEITO
210000027135,30,NÃO ELEITO
210000027138,8,NÃO ELEITO
210000027139,11,NÃO ELEITO
210000027140,24,NÃO ELEITO
210000027141,38,NÃO ELEITO
210000027145,17,NÃO ELEITO
210000027146,16,NÃO ELEITO
210000027147,16,SUPLENTE
210000027148,1041,ELEITO POR MÉDIA
210000027149,980,SUPLENTE
210000027150,9,SUPLENTE
210000027151,1028,SUPLENTE
210000027152,112,SUPLENTE
210000027154,761,SUPLENTE
210000027155,94,SUPLENTE
210000027156,1369,ELEITO POR QP
210000027157,44,SUPLENTE
210000027158,1564,ELEITO POR QP
210000027159,1100,ELEITO POR QP
210000027160,1104,ELEITO POR QP
210000027161,318,SUPLENTE
210000027162,452,SUPLENTE
210000027163,431,SUPLENTE
210000027164,36,SUPLENTE
210000027165,884,SUPLENTE
210000027166,106,SUPLENTE
210000027167,209,SUPLENTE
210000027168,21,SUPLENTE
210000027169,767,SUPLENTE
210000027170,227,SUPLENTE
210000027171,29,SUPLENTE
210000027174,230,SUPLENTE
210000027175,84,SUPLENTE
210000027176,634,SUPLENTE
210000027177,86,SUPLENTE
210000027190,86,SUPLENTE
210000027191,749,ELEITO POR QP
210000027192,170,SUPLENTE
210000027193,101,SUPLENTE
210000027194,256,SUPLENTE
210000027195,362,SUPLENTE
210000027196,151,SUPLENTE
210000027197,101,SUPLENTE
210000027198,701,ELEITO POR MÉDIA
210000027199,159,SUPLENTE
210000027200,183,SUPLENTE
210000027201,674,SUPLENTE
210000027202,277,ELEITO POR QP
210000027203,274,ELEITO POR QP
210000027204,166,SUPLENTE
210000027205,78,SUPLENTE
210000027206,4,SUPLENTE
210000027207,4632,NÃO ELEITO
210000027209,229,SUPLENTE
210000027210,172,SUPLENTE
210000027211,339,SUPLENTE
210000027212,502,ELEITO POR QP
210000027213,608,ELEITO POR QP
210000027214,325,SUPLENTE
210000027215,559,ELEITO POR QP
210000027216,126,SUPLENTE
210000027217,461,ELEITO POR MÉDIA
210000027218,235,SUPLENTE
210000027219,107,SUPLENTE
210000027220,115,SUPLENTE
210000027221,347,SUPLENTE
210000027222,138,SUPLENTE
210000027223,556,ELEITO POR QP
210000027224,166,SUPLENTE
210000027225,250,SUPLENTE
210000027226,195,ELEITO POR QP
210000027228,137,SUPLENTE
210000027229,62,SUPLENTE
210000027230,221,ELEITO POR QP
210000027231,164,ELEITO POR QP
210000027232,68,SUPLENTE
210000027234,1434,NÃO ELEITO
210000027235,50,SUPLENTE
210000027236,110,SUPLENTE
210000027237,310,SUPLENTE
210000027238,330,ELEITO POR QP
210000027239,479,ELEITO POR QP
210000027240,321,SUPLENTE
210000027241,243,SUPLENTE
210000027242,574,ELEITO POR QP
210000027243,3412,NÃO ELEITO
210000027244,208,SUPLENTE
210000027245,62,SUPLENTE
210000027246,237,SUPLENTE
210000027247,61,SUPLENTE
210000027249,467,ELEITO POR QP
210000027250,19,SUPLENTE
210000027252,1760,ELEITO
210000027253,157,SUPLENTE
210000027254,118,SUPLENTE
210000027255,196,ELEITO POR QP
210000027256,99,SUPLENTE
210000027257,215,ELEITO POR QP
210000027258,203,ELEITO POR QP
210000027259,137,SUPLENTE
210000027260,112,SUPLENTE
210000027261,168,ELEITO POR MÉDIA
210000027262,168,ELEITO POR QP
210000027263,136,SUPLENTE
210000027264,178,ELEITO POR QP
210000027265,433,ELEITO POR QP
210000027266,198,ELEITO POR QP
210000027267,107,SUPLENTE
210000027268,268,ELEITO POR QP
210000027269,9,SUPLENTE
210000027270,5,SUPLENTE
210000027271,113,SUPLENTE
210000027272,97,SUPLENTE
210000027273,167,ELEITO POR MÉDIA
210000027274,92,SUPLENTE
210000027275,861,NÃO ELEITO
210000027276,4,SUPLENTE
210000027277,125,SUPLENTE
210000027278,228,ELEITO POR QP
210000027279,44,SUPLENTE
210000027280,196,ELEITO POR QP
210000027281,24,SUPLENTE
210000027282,0,SUPLENTE
210000027283,91,SUPLENTE
210000027284,257,ELEITO POR QP
210000027285,48,SUPLENTE
210000027287,1,SUPLENTE
210000027288,105,SUPLENTE
210000027289,51,SUPLENTE
210000027290,18,SUPLENTE
210000027291,172,SUPLENTE
210000027292,338,ELEITO POR QP
210000027293,52,SUPLENTE
210000027294,110,SUPLENTE
210000027295,252,ELEITO POR QP
210000027297,22,SUPLENTE
210000027298,238,ELEITO POR QP
210000027299,210,ELEITO POR QP
210000027300,265,SUPLENTE
210000027301,1774,ELEITO
210000027303,276,SUPLENTE
210000027304,348,SUPLENTE
210000027305,278,SUPLENTE
210000027306,98,SUPLENTE
210000027307,365,ELEITO POR MÉDIA
210000027308,7,SUPLENTE
210000027309,5,SUPLENTE
210000027310,104,SUPLENTE
210000027311,0,SUPLENTE
210000027312,2,SUPLENTE
210000027313,27,SUPLENTE
210000027314,924,ELEITO POR QP
210000027315,202,NÃO ELEITO
210000027316,17,SUPLENTE
210000027317,19,SUPLENTE
210000027318,89,SUPLENTE
210000027319,12,SUPLENTE
210000027320,147,SUPLENTE
210000027321,57,SUPLENTE
210000027322,240,ELEITO POR QP
210000027323,5472,NÃO ELEITO
210000027325,180,SUPLENTE
210000027326,346,SUPLENTE
210000027327,169,SUPLENTE
210000027328,48,SUPLENTE
210000027329,306,SUPLENTE
210000027330,603,ELEITO POR QP
210000027331,295,SUPLENTE
210000027332,69,SUPLENTE
210000027333,463,ELEITO POR QP
210000027334,9,SUPLENTE
210000027335,139,SUPLENTE
210000027336,56,SUPLENTE
210000027337,54,SUPLENTE
210000027338,95,SUPLENTE
210000027339,144,SUPLENTE
210000027340,36,SUPLENTE
210000027341,0,SUPLENTE
210000027368,2088,ELEITO
210000027370,81,SUPLENTE
210000027371,127,SUPLENTE
210000027372,135,ELEITO POR MÉDIA
210000027373,92,SUPLENTE
210000027374,85,SUPLENTE
210000027375,78,SUPLENTE
210000027376,90,SUPLENTE
210000027377,166,ELEITO POR MÉDIA
210000027378,199,ELEITO POR QP
210000027379,234,ELEITO POR QP
210000027380,23,SUPLENTE
210000027381,174,ELEITO POR QP
210000027382,50,SUPLENTE
210000027383,115,SUPLENTE
210000027384,42,SUPLENTE
210000027385,353,ELEITO POR QP
210000027386,41,SUPLENTE
210000027387,16,SUPLENTE
210000027388,10,SUPLENTE
210000027389,43,SUPLENTE
210000027390,19,SUPLENTE
210000027392,184,ELEITO POR QP
210000027393,143,SUPLENTE
210000027394,55,SUPLENTE
210000027395,197,ELEITO POR QP
210000027396,139,SUPLENTE
210000027397,6,SUPLENTE
210000027398,218,ELEITO POR QP
210000027399,130,SUPLENTE
210000027400,14,SUPLENTE
210000027401,181,ELEITO POR MÉDIA
210000027402,91,SUPLENTE
210000027403,218,ELEITO POR QP
210000027404,65,SUPLENTE
210000027406,1624,ELEITO
210000027407,4433,ELEITO
210000027409,84,SUPLENTE
210000027410,310,SUPLENTE
210000027411,25,SUPLENTE
210000027413,268,SUPLENTE
210000027414,344,ELEITO POR QP
210000027415,164,SUPLENTE
210000027416,620,ELEITO POR QP
210000027417,422,ELEITO POR QP
210000027418,701,ELEITO POR QP
210000027419,571,ELEITO POR QP
210000027420,225,SUPLENTE
210000027421,339,SUPLENTE
210000027422,101,SUPLENTE
210000027423,61,SUPLENTE
210000027424,198,NÃO ELEITO
210000027425,16,NÃO ELEITO
210000027426,37,NÃO ELEITO
210000027427,29,NÃO ELEITO
210000027428,37,NÃO ELEITO
210000027429,17,NÃO ELEITO
210000027430,11,NÃO ELEITO
210000027431,13,NÃO ELEITO
210000027432,11,NÃO ELEITO
210000027434,271,SUPLENTE
210000027435,35,SUPLENTE
210000027436,15,SUPLENTE
210000027438,618,SUPLENTE
210000027439,108,SUPLENTE
210000027440,63,SUPLENTE
210000027441,93,SUPLENTE
210000027442,94,SUPLENTE
210000027443,12,SUPLENTE
210000027444,10,SUPLENTE
210000027445,71,SUPLENTE
210000027446,264,SUPLENTE
210000027447,68,SUPLENTE
210000027448,88,SUPLENTE
210000027449,264,SUPLENTE
210000027450,162,SUPLENTE
210000027451,244,SUPLENTE
210000027452,886,ELEITO POR QP
210000027453,44,SUPLENTE
210000027454,2768,ELEITO POR QP
210000027455,374,SUPLENTE
210000027456,50,SUPLENTE
210000027457,634,SUPLENTE
210000027459,423,NÃO ELEITO
210000027461,133,NÃO ELEITO
210000027462,1051,NÃO ELEITO
210000027464,63,SUPLENTE
210000027465,84,SUPLENTE
210000027466,27,SUPLENTE
